KEY_CODE,pop
523921804,586
523921813,4
523921901,220
523921902,277
523921903,141
523921904,121
523921911,34
523926864,10
523926872,4
523926873,117
523926874,106
523926883,23
523926884,2
523926893,2
523926894,287
523926954,28
523926961,4
523926962,8
523926963,31
523926971,38
523926972,144
523926981,89
523926982,97
523926991,80
523926992,165
523926994,150
523927802,18
523927803,193
523927804,339
523927811,50
523927813,249
523927814,292
523927823,273
523927824,111
523927833,25
523927901,31
523927902,83
523927903,10
523927911,59
523927912,206
523927921,198
523927922,138
523927931,219
523927932,172
523927934,72
523927941,15
523927943,75
523927944,34
523930001,9
523930003,104
523930011,2
523930013,1
523930014,110
523930023,4
523930071,166
523930072,189
523930073,67
523930074,205
523930081,220
523930082,41
523930083,146
523930084,72
523930091,6
523930092,40
523930093,30
523930094,2
523930101,108
523930103,97
523930111,33
523930112,94
523930113,14
523930114,10
523930124,1
523930163,4
523930171,89
523930172,438
523930173,256
523930174,1161
523930181,68
523930182,13
523930183,99
523930184,179
523930191,62
523930192,4
523930193,45
523930194,355
523930201,32
523930211,94
523930221,6
523930222,3
523930223,24
523930244,2
523930252,87
523930254,35
523930261,136
523930262,186
523930264,441
523930271,644
523930272,23
523930273,477
523930274,745
523930281,169
523930282,111
523930283,56
523930284,4
523930291,659
523930292,633
523930293,208
523930294,150
523930302,38
523930303,25
523930304,79
523930311,16
523930312,5
523930313,27
523930314,3
523930321,118
523930323,132
523930324,36
523930361,23
523930362,414
523930363,101
523930364,232
523930371,764
523930372,327
523930373,152
523930374,11
523930381,14
523930382,206
523930383,69
523930384,514
523930391,498
523930392,92
523930393,497
523930394,1479
523930401,42
523930402,40
523930403,114
523930404,13
523930411,7
523930412,7
523930422,114
523930424,14
523930451,2
523930452,3
523930453,20
523930454,64
523930462,142
523930463,118
523930464,721
523930471,494
523930472,387
523930473,1119
523930474,143
523930481,237
523930482,1183
523930483,329
523930484,705
523930491,934
523930492,882
523930493,496
523930494,368
523930501,85
523930503,102
523930504,15
523930513,26
523930522,9
523930552,37
523930561,63
523930562,405
523930563,118
523930564,181
523930571,893
523930572,275
523930573,957
523930574,1314
523930581,352
523930582,70
523930583,1260
523930584,112
523930591,423
523930592,131
523930593,9
523930594,2
523930601,4
523930661,11
523930662,206
523930663,5
523930664,256
523930671,1281
523930672,1228
523930673,1317
523930674,1247
523930681,1035
523930682,470
523930683,7
523930684,118
523930691,12
523930693,94
523930694,7
523930721,4
523930723,1
523930724,8
523930742,3
523930744,27
523930751,2
523930753,9
523930763,16
523930764,129
523930771,785
523930772,169
523930773,215
523930822,9
523930841,2
523930843,86
523930844,3
523930862,7
523930864,5
523930871,46
523930873,15
523930941,74
523930942,87
523930943,8
523930944,88
523930953,117
523930954,14
523930961,5
523930962,17
523930964,89
523930971,7
523931001,21
523931002,96
523931003,41
523931004,70
523931013,133
523931101,28
523931102,117
523931103,110
523931104,29
523931111,91
523931201,4
523931202,20
523931203,2
523931211,4
523931213,2
523931301,120
523931302,25
523931303,1325
523931304,299
523931311,8
523931313,129
523931401,485
523931402,300
523931403,1
523936052,40
523936061,192
523936063,350
523936064,85
523936071,5
523936073,23
523936074,18
523936083,35
523936084,27
523936092,17
523936161,125
523936162,232
523936163,9
523936164,102
523936171,134
523936172,85
523936173,115
523936174,85
523936181,55
523936182,63
523936184,2
523936191,57
523936193,74
523936194,54
523936254,10
523936261,16
523936262,260
523936263,10
523936271,185
523936272,38
523936273,101
523936274,31
523936281,3
523936282,33
523936283,17
523936291,32
523936292,34
523936293,3
523936294,46
523936352,14
523936353,21
523936354,10
523936361,10
523936362,101
523936363,61
523936364,88
523936371,110
523936372,60
523936373,24
523936374,23
523936381,44
523936392,40
523936414,128
523936423,37
523936424,21
523936431,25
523936433,11
523936434,71
523936441,6
523936442,4
523936443,8
523936451,25
523936452,66
523936453,19
523936454,1
523936461,130
523936462,47
523936463,33
523936464,5
523936471,74
523936472,12
523936473,36
523936474,15
523936481,2
523936482,2
523936483,40
523936484,10
523936493,12
523936494,18
523936502,58
523936504,73
523936511,27
523936522,33
523936531,42
523936532,11
523936533,42
523936534,17
523936571,5
523936581,4
523936582,9
523936584,3
523936591,25
523936592,23
523936594,36
523936601,20
523936602,84
523936603,50
523936604,90
523936613,5
523936614,40
523936622,83
523936623,66
523936624,139
523936631,119
523936632,82
523936633,91
523936634,90
523936641,28
523936643,197
523936644,158
523936653,20
523936654,13
523936671,3
523936674,14
523936684,18
523936692,79
523936693,131
523936694,112
523936701,10
523936702,31
523936711,14
523936712,62
523936721,8
523936722,9
523936741,36
523936742,91
523936751,122
523936752,69
523936754,40
523936761,320
523936762,214
523936763,612
523936764,577
523936771,191
523936772,35
523936773,472
523936774,634
523936781,192
523936782,536
523936783,622
523936784,600
523936791,544
523936792,175
523936793,599
523936794,385
523936861,240
523936862,24
523936871,536
523936872,298
523936873,2
523936881,811
523936882,1153
523936883,102
523936884,729
523936891,1052
523936892,917
523936893,825
523936894,594
523936982,445
523936984,351
523936991,905
523936992,390
523936993,777
523936994,540
523937002,20
523937004,12
523937013,4
523937042,3
523937044,29
523937051,7
523937053,382
523937054,1
523937112,4
523937114,5
523937123,6
523937124,3
523937151,100
523937152,185
523937153,7
523937154,358
523937163,46
523937222,44
523937224,7
523937231,10
523937233,2
523937252,71
523937254,22
523937261,215
523937262,33
523937263,111
523937264,66
523937301,65
523937302,81
523937311,34
523937362,320
523937363,20
523937364,161
523937371,27
523937373,168
523937434,2
523937443,5
523937444,7
523937454,74
523937462,475
523937463,4
523937464,429
523937471,109
523937501,28
523937502,2
523937503,95
523937504,8
523937511,4
523937513,18
523937514,1
523937542,8
523937551,4
523937552,56
523937554,15
523937561,190
523937562,867
523937563,317
523937564,323
523937601,67
523937602,45
523937603,80
523937604,44
523937611,79
523937613,50
523937622,10
523937624,16
523937631,9
523937633,41
523937634,16
523937643,24
523937644,26
523937652,6
523937653,10
523937661,321
523937662,138
523937663,235
523937664,222
523937701,196
523937702,70
523937703,129
523937704,28
523937711,82
523937712,90
523937713,5
523937714,20
523937721,3
523937732,17
523937741,63
523937742,39
523937743,1
523937744,88
523937751,23
523937752,2
523937753,54
523937754,214
523937761,316
523937762,256
523937763,367
523937764,236
523937771,71
523937773,120
523937801,189
523937802,145
523937803,244
523937804,298
523937811,47
523937812,64
523937813,206
523937814,184
523937823,2
523937824,2
523937831,7
523937833,48
523937834,36
523937841,11
523937842,1
523937843,17
523937844,15
523937851,26
523937852,112
523937853,23
523937854,30
523937861,78
523937862,103
523937863,13
523937864,89
523937871,299
523937872,84
523937873,296
523937874,97
523937901,310
523937902,144
523937903,614
523937911,177
523937912,2
523937913,209
523937914,61
523937922,22
523937923,119
523937924,148
523937931,39
523937932,114
523937933,187
523937934,53
523937953,51
523937961,83
523937962,35
523937963,6
523937964,35
523937971,124
523937972,8
523937973,33
523937974,66
523940002,91
523940014,8
523940023,6
523940041,29
523940042,62
523940043,11
523940044,6
523940051,379
523940052,519
523940053,19
523940054,249
523940061,1092
523940062,256
523940063,1343
523940064,652
523940073,12
523940074,21
523940101,3
523940103,21
523940104,67
523940112,36
523940113,19
523940123,5
523940142,16
523940151,21
523940152,48
523940153,9
523940154,377
523940161,994
523940162,758
523940163,639
523940164,120
523940171,409
523940173,9
523940202,31
523940203,4
523940204,37
523940211,2
523940224,7
523940233,25
523940242,16
523940253,5
523940254,6
523940261,44
523940263,39
523940301,14
523940302,109
523940304,108
523940311,48
523940313,57
523940363,37
523940364,53
523940373,10
523940374,39
523940401,15
523940402,40
523940403,18
523940444,57
523940452,40
523940453,79
523940454,34
523940461,87
523940462,84
523940463,464
523940464,18
523940471,27
523940472,59
523940473,31
523940474,62
523940501,2
523940502,8
523940511,2
523940534,2
523940541,1
523940542,7
523940544,118
523940551,657
523940552,535
523940553,751
523940554,778
523940561,462
523940562,669
523940563,82
523940571,71
523940572,33
523940573,836
523940574,53
523940642,47
523940651,339
523940652,234
523940653,124
523940654,31
523940703,22
523940744,1
523940751,164
523940752,834
523940753,402
523940754,595
523940763,46
523940801,1
523940804,6
523940813,45
523940834,10
523940842,2
523940843,15
523940844,40
523940851,213
523940852,24
523940853,216
523940861,41
523940901,16
523940902,59
523940903,204
523940904,196
523940911,34
523940913,141
523940931,2
523940932,33
523940934,14
523940941,15
523940942,42
523940943,4
523940944,2
523940952,15
523940953,38
523940954,118
523941434,205
523941532,63
523946082,415
523946084,56
523946091,773
523946092,675
523946093,551
523946094,443
523946182,81
523946184,341
523946191,687
523946192,500
523946193,80
523946194,52
523946273,1
523946274,2
523946281,15
523946282,671
523946283,273
523946284,675
523946291,98
523946292,189
523946293,574
523946294,219
523946363,4
523946364,49
523946371,494
523946372,568
523946373,324
523946374,424
523946381,691
523946382,43
523946383,208
523946384,26
523946391,275
523946392,179
523946393,46
523946394,44
523946452,46
523946454,6
523946461,319
523946462,206
523946463,225
523946464,244
523946471,14
523946472,100
523946473,111
523946474,103
523946481,88
523946482,12
523946483,70
523946484,53
523946491,25
523946492,5
523946493,41
523946494,19
523946561,13
523946562,694
523946564,215
523946571,144
523946572,44
523946573,19
523946581,31
523946582,25
523946583,64
523946584,39
523946591,8
523946661,80
523946662,219
523946663,103
523946664,5
523946672,1
523946674,24
523946681,88
523946682,41
523946684,37
523946692,2
523946693,18
523946694,5
523946754,28
523946761,253
523946763,128
523946772,21
523946774,2
523946781,11
523946782,20
523946783,2
523946784,19
523946791,17
523946793,41
523946852,34
523946863,3
523946891,16
523946892,10
523946962,66
523946971,64
523946973,70
523946974,13
523947001,509
523947003,403
523947004,71
523947011,257
523947012,141
523947013,191
523947014,255
523947021,56
523947022,2
523947023,166
523947024,27
523947031,172
523947032,198
523947033,72
523947034,36
523947041,20
523947042,36
523947043,39
523947044,48
523947062,42
523947064,42
523947071,68
523947072,95
523947073,70
523947074,174
523947083,4
523947101,377
523947102,254
523947103,1
523947104,87
523947111,160
523947112,73
523947113,173
523947114,26
523947121,75
523947122,43
523947123,34
523947124,44
523947131,60
523947132,36
523947133,11
523947134,43
523947141,52
523947142,28
523947143,31
523947144,15
523947151,28
523947152,48
523947153,44
523947154,60
523947161,29
523947162,29
523947163,56
523947164,104
523947171,41
523947172,43
523947173,153
523947174,37
523947181,25
523947183,26
523947201,199
523947202,202
523947203,212
523947204,126
523947211,154
523947212,77
523947213,305
523947214,370
523947221,13
523947222,30
523947223,66
523947224,22
523947231,32
523947232,4
523947233,67
523947234,24
523947241,36
523947242,1
523947243,12
523947244,2
523947251,47
523947252,125
523947253,14
523947254,23
523947261,90
523947262,101
523947263,39
523947264,112
523947271,153
523947272,35
523947273,12
523947274,8
523947281,200
523947282,74
523947283,91
523947284,180
523947293,150
523947301,99
523947302,24
523947303,83
523947304,47
523947311,42
523947312,74
523947313,94
523947314,240
523947321,77
523947322,66
523947323,47
523947324,22
523947331,72
523947332,42
523947334,43
523947341,62
523947343,5
523947344,4
523947351,24
523947352,116
523947353,45
523947354,67
523947361,31
523947362,35
523947363,51
523947364,30
523947371,72
523947372,25
523947373,6
523947374,72
523947381,40
523947383,34
523947384,80
523947391,182
523947392,85
523947393,14
523947394,75
523947402,21
523947403,7
523947404,12
523947411,141
523947412,19
523947413,48
523947414,38
523947421,47
523947422,14
523947423,109
523947424,38
523947432,32
523947433,38
523947434,35
523947441,34
523947443,18
523947444,13
523947451,4
523947452,39
523947453,3
523947454,40
523947461,33
523947462,41
523947463,74
523947464,46
523947471,72
523947472,28
523947473,18
523947474,19
523947482,4
523947484,51
523947491,1
523947492,2
523947493,77
523947494,51
523947511,12
523947512,161
523947513,10
523947514,70
523947521,23
523947522,5
523947523,5
523947531,22
523947532,22
523947541,40
523947542,51
523947551,11
523947552,24
523947553,7
523947554,28
523947561,46
523947562,47
523947563,47
523947564,58
523947571,33
523947572,4
523947573,24
523947582,6
523947591,176
523947592,58
523947593,53
523947594,48
523947611,27
523947612,62
523947613,36
523947614,58
523947641,3
523947642,11
523947651,1
523947652,41
523947653,11
523947654,45
523947661,55
523947662,3
523947663,37
523947664,43
523947671,14
523947672,2
523947674,25
523947682,17
523947684,85
523947691,92
523947692,15
523947693,26
523947694,17
523947711,22
523947712,39
523947714,18
523947721,37
523947722,12
523947723,25
523947724,42
523947732,11
523947733,23
523947734,19
523947743,3
523947751,14
523947752,19
523947754,6
523947761,49
523947762,158
523947763,2
523947764,42
523947771,16
523947773,3
523947782,11
523947791,15
523947792,38
523947794,10
523947812,30
523947821,13
523947822,3
523947823,13
523947831,5
523947833,2
523947841,29
523947842,15
523947851,2
523947852,6
523947861,9
523947862,33
523947863,6
523947864,25
523947871,4
523947873,4
523947884,1
523947892,15
523947894,10
523947912,42
523947921,18
523947923,37
523947971,8
523947972,4
523947974,6
523947992,10
523947993,13
523947994,27
523950001,117
523950002,159
523950003,20
523950004,241
523950011,206
523950012,10
523950013,166
523950032,500
523950034,265
523950041,400
523950042,635
523950043,161
523950044,41
523950051,816
523950052,141
523950053,1229
523950054,1419
523950061,64
523950062,4
523950063,51
523950101,2
523950102,14
523950104,40
523950111,54
523950112,3
523950113,50
523950114,62
523950142,41
523950143,8
523950144,312
523950151,878
523950152,2178
523950153,1070
523950154,1763
523950161,25
523950163,185
523950201,99
523950202,54
523950204,38
523950211,9
523950212,44
523950213,81
523950214,11
523950231,3
523950232,39
523950233,48
523950234,369
523950241,335
523950242,442
523950243,125
523950244,370
523950251,287
523950252,329
523950253,669
523950254,247
523950261,1099
523950262,32
523950263,400
523950264,639
523950301,6
523950303,6
523950304,2
523950313,5
523950314,3
523950331,257
523950332,44
523950334,52
523950342,18
523950344,6
523950351,524
523950353,45
523950354,2
523950361,16
523950362,479
523950363,307
523950364,715
523950373,396
523950401,10
523950402,26
523950403,2
523950404,2
523950411,108
523950413,19
523950414,6
523950442,19
523950451,1
523950454,10
523950461,32
523950462,54
523950463,416
523950464,451
523950471,51
523950472,51
523950474,19
523950511,100
523950513,1
523950544,34
523950562,39
523950563,87
523950564,30
523950571,3
523950572,11
523950584,122
523950601,2
523950611,1
523950642,16
523950644,17
523950651,37
523950652,27
523950653,72
523950654,79
523950661,309
523950662,25
523950663,106
523950664,373
523950672,10
523950673,429
523950674,747
523950683,341
523950684,28
523950701,2
523950741,4
523950742,23
523950744,3
523950751,74
523950752,196
523950753,198
523950754,307
523950761,852
523950762,569
523950763,217
523950764,4
523950771,483
523950772,1179
523950773,169
523950774,98
523950781,2151
523950782,1826
523950783,762
523950784,1658
523950791,38
523950793,1234
523950794,45
523950844,18
523950851,22
523950852,247
523950861,61
523950872,108
523950874,2
523950881,59
523950882,1198
523950883,15
523950884,916
523950891,914
523950892,731
523950893,644
523950894,764
523950903,8
523950913,1
523950942,119
523950944,23
523950972,18
523950974,116
523950981,701
523950982,793
523950983,152
523950984,16
523950991,589
523950992,287
523950993,161
523950994,152
523951703,1
523951712,3
523951713,236
523951714,204
523951723,10
523951801,1087
523951802,437
523951803,703
523951804,1031
523951811,585
523951812,77
523951813,1084
523951814,7
523951901,711
523951902,868
523951903,64
523951904,107
523951911,603
523951913,188
523954682,32
523954691,347
523954692,70
523954693,218
523954694,741
523954791,1047
523954792,1175
523954793,421
523954794,1482
523954882,35
523954884,30
523954891,690
523954892,939
523954893,98
523954894,110
523954991,38
523954992,469
523954994,25
523955603,402
523955614,12
523955701,1125
523955702,544
523955703,1319
523955704,436
523955712,60
523955714,116
523955721,165
523955722,2
523955723,54
523955731,25
523955732,166
523955733,309
523955734,232
523955741,42
523955743,140
523955801,1002
523955802,239
523955803,424
523955804,1206
523955813,235
523955822,18
523955824,36
523955831,145
523955832,202
523955833,162
523955834,33
523955843,11
523955901,588
523955902,714
523955911,881
523955913,72
523955914,30
523955921,53
523955922,258
523955923,65
523955924,427
523955931,23
523956071,55
523956072,376
523956073,75
523956074,369
523956081,80
523956082,26
523956083,285
523956084,62
523956091,10
523956092,10
523956093,29
523956094,114
523956164,8
523956171,104
523956172,456
523956173,179
523956174,128
523956181,243
523956182,128
523956183,4
523956184,48
523956191,92
523956192,14
523956193,7
523956261,116
523956262,36
523956263,24
523956264,159
523956271,29
523956272,88
523956273,30
523956274,46
523956281,11
523956282,32
523956283,6
523956284,16
523956291,32
523956293,39
523956294,65
523956361,538
523956362,409
523956363,408
523956364,350
523956371,466
523956372,112
523956373,94
523956374,114
523956381,4
523956382,13
523956392,13
523956394,5
523956461,190
523956462,300
523956464,69
523956472,9
523956473,56
523956474,23
523956481,13
523956482,67
523956483,9
523956484,23
523956491,44
523956492,74
523956493,29
523956494,45
523956562,17
523956571,52
523956572,3
523956573,130
523956574,11
523956583,4
523956584,9
523956591,7
523956592,4
523956593,26
523956664,161
523956671,337
523956672,8
523956673,499
523956674,117
523956681,5
523956683,9
523956694,2
523956762,271
523956763,5
523956764,129
523956771,180
523956772,157
523956773,13
523956774,11
523956781,115
523956782,38
523956783,2
523956784,7
523956791,18
523956792,13
523956794,8
523956853,6
523956854,5
523956861,6
523956862,6
523956892,3
523956952,76
523956954,332
523956961,3
523956963,82
523956964,3
523957001,6
523957003,20
523957011,1
523957012,29
523957013,15
523957014,32
523957021,28
523957022,11
523957023,54
523957024,22
523957031,2
523957033,19
523957044,2
523957074,43
523957083,7
523957084,4
523957093,26
523957094,6
523957111,6
523957112,21
523957113,24
523957114,49
523957121,17
523957122,50
523957123,39
523957131,15
523957133,110
523957134,48
523957142,6
523957143,48
523957144,15
523957151,3
523957153,51
523957154,24
523957161,1
523957163,22
523957164,16
523957171,2
523957172,33
523957173,5
523957174,19
523957181,11
523957182,6
523957183,16
523957184,19
523957191,15
523957192,8
523957193,26
523957194,9
523957201,3
523957202,3
523957203,20
523957211,34
523957212,40
523957213,26
523957214,34
523957221,13
523957222,8
523957223,28
523957224,1
523957231,24
523957232,26
523957234,27
523957241,20
523957242,17
523957243,6
523957251,3
523957252,29
523957261,2
523957262,10
523957271,6
523957282,3
523957291,2
523957292,10
523957293,1
523957294,1
523957303,20
523957304,19
523957313,6
523957321,1
523957324,2
523957341,1
523957342,8
523957343,1
523957344,7
523957351,4
523957353,33
523957393,58
523957401,54
523957402,62
523957403,13
523957411,78
523957412,1
523957413,5
523957421,5
523957422,3
523957423,23
523957424,18
523957434,3
523957441,3
523957442,2
523957451,39
523957452,16
523957453,2
523957454,9
523957461,3
523957463,4
523957464,3
523957472,15
523957473,9
523957474,7
523957481,8
523957483,10
523957484,15
523957494,3
523957512,2
523957514,2
523957521,8
523957522,3
523957523,13
523957524,2
523957531,17
523957542,2
523957543,6
523957544,5
523957551,3
523957553,3
523957554,9
523957562,23
523957564,44
523957571,25
523957572,7
523957573,4
523957574,33
523957581,5
523957582,10
523957583,2
523957584,18
523957592,7
523957593,11
523957594,25
523957602,4
523957603,18
523957604,9
523957611,4
523957613,8
523957621,23
523957622,6
523957623,3
523957624,15
523957632,8
523957633,9
523957641,4
523957642,36
523957651,4
523957652,11
523957654,10
523957661,38
523957662,32
523957663,34
523957664,20
523957671,21
523957672,4
523957673,46
523957674,26
523957681,28
523957682,31
523957683,55
523957684,72
523957691,205
523957692,36
523957693,114
523957694,50
523957701,46
523957702,52
523957703,23
523957704,4
523957711,26
523957712,3
523957721,4
523957723,21
523957731,8
523957732,20
523957733,8
523957741,4
523957742,29
523957751,1
523957752,11
523957761,20
523957762,80
523957764,13
523957771,96
523957772,57
523957773,5
523957781,33
523957782,12
523957784,14
523957791,20
523957792,19
523957793,2
523957794,5
523957811,5
523957812,6
523957823,1
523957824,4
523957831,14
523957833,5
523957851,3
523957852,3
523957864,4
523957871,5
523957911,3
523957931,10
523957933,2
523957941,7
523957943,4
523957952,6
523957962,3
523957963,4
523957964,9
523960004,1
523960091,9
523960103,3
523960201,7
523960212,34
523960214,96
523960221,22
523960223,175
523960224,5
523960232,11
523960321,6
523960323,7
523960324,5
523960412,40
523960414,21
523960421,66
523960422,132
523960423,65
523960424,52
523960432,2
523960444,6
523960492,9
523960502,40
523960504,12
523960511,38
523960521,8
523960522,45
523960542,20
523960544,3
523960551,13
523960553,37
523960603,4
523960631,6
523960633,28
523960634,15
523960661,5
523960663,84
523960664,22
523960673,31
523960674,2
523960732,31
523960734,33
523960741,8
523960771,103
523960772,251
523960773,4
523960774,88
523960781,106
523960783,460
523960784,676
523960793,34
523960803,21
523960832,4
523960833,27
523960834,89
523960841,3
523960843,144
523960852,83
523960854,122
523960861,127
523960863,1
523960871,33
523960872,24
523960881,1
523960882,88
523960891,421
523960892,32
523960893,88
523960894,424
523960901,10
523960903,11
523960904,9
523960923,13
523960924,101
523960931,132
523960932,252
523960933,96
523960934,142
523960941,218
523960942,274
523960943,187
523960944,22
523960951,21
523960991,264
523960992,332
523960994,32
523961002,373
523961003,48
523961004,177
523961011,142
523961101,3
523961202,42
523961204,135
523961213,40
523961302,55
523961303,27
523961304,65
523961401,92
523961402,240
523961404,6
523961411,101
523961413,33
523961502,5
523961504,12
523961511,32
523961513,207
523961604,5
523961611,34
523961613,51
523961702,4
523961711,131
523961713,17
523961801,4
523961803,5
523961811,149
523961812,268
523961813,84
523961814,893
523961901,334
523961902,739
523961903,466
523961904,230
523961911,1389
523961912,1230
523961913,1012
523961914,1180
523961921,1394
523961922,233
523961923,1219
523961924,1849
523961933,175
523964092,105
523964093,10
523964094,274
523964192,220
523964193,4
523964194,59
523964291,2
523964292,775
523964293,48
523964294,142
523964381,22
523964382,120
523964383,230
523964384,398
523964391,96
523964392,348
523964393,98
523964394,156
523964481,194
523964482,475
523964484,683
523964491,301
523964492,328
523964493,1436
523964494,1437
523964582,341
523964591,355
523964683,70
523964684,409
523964693,503
523964781,160
523964782,437
523964783,415
523964784,224
523964791,835
523964792,907
523964793,532
523964794,411
523964872,4
523964874,70
523964881,1104
523964882,1216
523964883,499
523964884,172
523964891,605
523964892,75
523964893,6
523964971,41
523964972,176
523964973,248
523964974,292
523964983,20
523964984,35
523965002,49
523965004,334
523965011,665
523965012,53
523965013,147
523965014,84
523965021,58
523965022,197
523965023,136
523965024,35
523965101,13
523965102,797
523965103,166
523965104,701
523965111,724
523965112,173
523965113,1174
523965114,381
523965121,571
523965123,1346
523965201,890
523965202,135
523965203,292
523965204,150
523965211,115
523965212,1340
523965213,42
523965214,391
523965221,1365
523965222,10
523965223,2407
523965224,845
523965301,785
523965302,37
523965303,547
523965304,45
523965311,76
523965312,73
523965313,95
523965314,56
523965321,452
523965322,1193
523965323,93
523965324,104
523965331,631
523965333,1857
523965334,950
523965401,253
523965403,857
523965404,14
523965411,63
523965412,520
523965413,17
523965414,207
523965421,60
523965422,79
523965423,57
523965424,68
523965431,869
523965432,2540
523965433,381
523965434,2471
523965441,740
523965443,2210
523965444,919
523965501,546
523965502,512
523965503,314
523965504,856
523965511,66
523965512,182
523965513,468
523965514,126
523965521,89
523965522,155
523965523,20
523965524,4
523965531,115
523965532,74
523965534,24
523965541,1487
523965542,2649
523965543,921
523965544,2017
523965551,1655
523965552,642
523965553,2796
523965554,770
523965561,191
523965562,475
523965563,3
523965564,100
523965601,52
523965602,1223
523965603,746
523965604,1795
523965611,1489
523965612,854
523965613,2251
523965614,1440
523965623,35
523965624,9
523965631,9
523965632,110
523965633,38
523965634,44
523965641,93
523965642,2023
523965643,121
523965644,1270
523965651,2329
523965652,7
523965653,2516
523965654,1174
523965662,445
523965664,1416
523965671,783
523965673,486
523965674,24
523965701,975
523965702,794
523965703,227
523965704,164
523965711,432
523965712,1919
523965713,22
523965714,194
523965721,1194
523965722,524
523965723,1494
